Date,Close,BBY,Close,BIIB,Close,BSX,Close,BXP,Close,COG,Close,GS,Close,INTC,Close,NEE,Close,AAL,Close,TXN
2005-12-01,48.689999,0.004032448,43.419998,0.006144561,26.68,0.003267844,76.050003,0.004823653,5.485,0.016851267,130.279999,0.004422699,27.18,0.008063627,42.59,0.002044234,34.279999,0.008830797,33.849998,0.017942627
2005-12-02,48.849998,0.001424785,43.450001,0.000299992,27.33,0.010453806,75.660004,-0.002232876,5.53875,0.004235131,131.080002,0.002658693,27.43,0.003976355,42.470001,-0.001225369,34.279999,0,34.110001,0.003323085
2005-12-05,49.23,0.003365285,42.75,-0.007053672,26.35,-0.015859012,75.610001,-0.000287116,5.53625,-0.00019607,133.050003,0.006478449,26.9,-0.008473528,41.84,-0.006490595,32.349998,-0.025166542,33.209999,-0.01161287
2005-12-06,49.32,0.000793232,42.360001,-0.003980157,26.34,-0.000164849,75.029999,-0.003344303,5.60125,0.005069264,131.309998,-0.005717094,26.67,-0.003729264,41.57,-0.002811651,33.619999,0.016723438,33.290001,0.001044946
2005-12-07,48.950001,-0.003270363,42.779999,0.004284808,25.809999,-0.008827783,74.410004,-0.003603613,5.51125,-0.007034845,129.889999,-0.004722081,26.15,-0.008551322,41.5,-0.000731928,33.950001,0.004242095,33.560001,0.003508157
2005-12-08,50,0.009217299,44.93,0.021295649,26,0.00318536,74.349998,-0.000350367,5.725,0.016525379,128.639999,-0.004199685,25.700001,-0.007538553,41.549999,0.000522921,33.66,-0.00372568,32.630001,-0.012204878
2005-12-09,50.16,0.001387523,44.669998,-0.002520486,26.17,0.002830375,74.769997,0.002446402,5.63375,-0.00697792,129.660004,0.003430003,26.08,0.006374447,42.259998,0.007358454,33.880001,0.002829303,33.369999,0.009739107
2005-12-12,49.84,-0.002779494,44.759998,0.000874125,25.870001,-0.005007277,74.870003,0.000580487,5.74375,0.008397958,130.009995,0.001170711,26.620001,0.00890048,42.029999,-0.002370092,33.759998,-0.001541002,33.57,0.002595148
2005-12-13,43.939999,-0.054717991,45.119999,0.003479023,25.6,-0.00455648,75.059998,0.001100698,5.86625,0.009165038,131.639999,0.005411129,26.719999,0.00162837,42.869999,0.008594094,33.25,-0.006610763,33.509998,-0.000776939
2005-12-14,44.689999,0.007350302,44.779999,-0.003285002,25.299999,-0.005119461,76,0.005405044,5.98875,0.008975617,129.630005,-0.006682333,26.629999,-0.001465287,43,0.001314982,33.540001,0.003771422,33.709999,0.002584338
2005-12-15,44.869999,0.001745715,45.110001,0.003188757,25.559999,0.004440328,74.889999,-0.006389767,5.87875,-0.008051192,128.300003,-0.004478871,26.58,-0.000816174,42.540001,-0.00467096,33.630001,0.001163809,33.290001,-0.005444931
2005-12-16,44.959999,0.000870233,45.310001,0.001921235,25.639999,0.001357171,75.68,0.004557299,5.8175,-0.0045486,126.5,-0.006136141,26.379999,-0.003280202,42.950001,0.004165683,35.150002,0.019198474,33.07,-0.002879613
2005-12-19,43.709999,-0.012245496,44.09,-0.011853973,25.610001,-0.000508408,74.5,-0.006824851,5.795,-0.001682952,125.129997,-0.004729091,25.780001,-0.009991845,42.759998,-0.001925502,35.25,0.001233767,32.029999,-0.01387727
2005-12-20,44.110001,0.003956271,43.790001,-0.002965144,25.16,-0.007698959,73.919998,-0.003394326,5.94375,0.011007094,125.860001,0.002526297,25.809999,0.000505058,42.450001,-0.003159971,35.32,0.000861574,31.84,-0.002583866
2005-12-21,43.450001,-0.006547277,44.389999,0.00591018,25.360001,0.00343863,74.269997,0.00205146,5.98625,0.003094316,127.309998,0.00497478,25.879999,0.001176267,41.75,-0.007221225,36.509998,0.014391114,32.07,0.003125901
2005-12-22,43.25,-0.002003679,45.470001,0.010439829,25.389999,0.000513417,74.529999,0.001517709,5.96,-0.00190859,127.989998,0.002313521,25.969999,0.001507678,41.360001,-0.004075939,36.830002,0.003789933,32.720001,0.008714348
2005-12-23,44.299999,0.010417605,45.52,0.00047729,25.84,0.007629826,74.800003,0.0015705,5.8975,-0.00457831,128.110001,0.000407002,25.969999,0,41.060001,-0.003161585,37.73,0.010485063,32.93,0.002778422
2005-12-27,43.689999,-0.006021682,44.919998,-0.005762525,25.07,-0.013138175,74.769997,-0.000174252,5.61625,-0.021221518,128.259995,0.000508184,25.459999,-0.008613551,41.139999,0.000845321,37.459999,-0.003119044,32.32,-0.008120379
2005-12-28,43.700001,9.94E-05,45.18,0.002506498,24.799999,-0.004702671,74.489998,-0.001629401,5.73375,0.008992322,127.980003,-0.000949103,25.440001,-0.000341258,41.59,0.004724644,37.450001,-0.000115928,32.709999,0.005209179
2005-12-29,43.939999,0.002378596,44.66,-0.005027508,24.74,-0.001051968,73.949997,-0.003159802,5.60875,-0.009572671,128.020004,0.00013572,25.07,-0.00636279,41.720001,0.00135539,37.380001,-0.000812525,32.41,-0.0040015
2005-12-30,43.48,-0.004570507,45.279999,0.00598769,24.49,-0.00441091,74.129997,0.001055822,5.6375,0.002220472,127.709999,-0.001052935,24.959999,-0.00190977,41.560001,-0.001668761,37.139999,-0.002797421,32.07,-0.004580071
2006-01-03,44.73,0.012309363,46.740002,0.013782318,24.459999,-0.00053235,75.360001,0.007146913,5.94875,0.023339163,128.869995,0.00392691,25.57,0.010486164,42.060001,0.005193729,37.450001,0.003609946,33.240002,0.015562081
2006-01-04,44.049999,-0.006652995,47.27,0.004896876,25.309999,0.014835693,75.639999,0.001610619,6.0825,0.0096564,127.089996,-0.006040446,25.91,0.005736685,42.060001,0,39.200001,0.019834244,33.540001,0.00390203
2006-01-05,43.5,-0.005456646,47.119999,-0.00138033,25.870001,0.009504318,76.800003,0.006609723,5.865,-0.015814101,127.040001,-0.000170878,26.27,0.00599266,42.169998,0.001134302,39.709999,0.005613798,34.139999,0.007700433
2006-01-06,47.049999,0.034070362,47.18,0.000552664,26.24,0.006167385,78.349998,0.008677753,6,0.009883234,128.839996,0.006110214,26.309999,0.000660759,42.220001,0.000514659,39,-0.007835269,34.450001,0.003925735
2006-01-09,47.799999,0.006868269,47.549999,0.003392576,25.879999,-0.005999575,79.410004,0.005836228,6.0925,0.006644287,130.389999,0.005193579,26.469999,0.002633093,42.040001,-0.001855522,38.610001,-0.004364794,34.18,-0.00341718
2006-01-10,48.259998,0.004159412,47.959999,0.003728653,26.48,0.009953726,79.5,0.000491911,6.17625,0.005929329,132.029999,0.005428338,26.120001,-0.005780736,41.990002,-0.000516822,37.799999,-0.009208025,33.84,-0.004341704
2006-01-11,48.23,-0.000270038,47.529999,-0.00391136,25.41,-0.017913316,78.360001,-0.006272696,6.30125,0.008701844,131.970001,-0.0001974,26.139999,0.000332377,41.709999,-0.002905716,34.799999,-0.035912557,33.799999,-0.000513667
2006-01-12,47.84,-0.003526091,47.060001,-0.004315873,25.049999,-0.006196952,77.839996,-0.002891628,6.20625,-0.006597445,132.25,0.000920461,25.969999,-0.002833634,41.540001,-0.001773677,34.990002,0.002364736,33.369999,-0.005560494
2006-01-13,47.860001,0.000181532,46.209999,-0.007915973,25.200001,0.002592845,76.910004,-0.005219971,6.24,0.002355324,133.259995,0.003304112,25.790001,-0.003020574,41.689999,0.001565382,34.049999,-0.011826864,33.029999,-0.004447633
2006-01-17,48.029999,0.001539874,46.389999,0.001688404,23.9,-0.023002657,76.68,-0.00130073,6.32,0.005532489,132.589996,-0.002189035,25.52,-0.004570689,41.939999,0.002596531,30,-0.054995849,32.240002,-0.0105135
2006-01-18,48.57,0.004855526,45.919998,-0.004422503,23.93,0.000544798,76,-0.003868512,6.2425,-0.005358527,132.369995,-0.000721205,22.6,-0.052772231,42.619999,0.006985019,31,0.014240439,32.099998,-0.001890055
2006-01-19,48.93,0.003207112,46.049999,0.001227765,23.950001,0.000362837,76.610001,0.003471876,6.50125,0.017638316,133.820007,0.004731496,22.4,-0.003860421,43.240002,0.00627227,30.389999,-0.008631008,32.5,0.005378356
2006-01-20,48.810001,-0.001066399,44.93,-0.010693207,23.59,-0.006577595,76.290001,-0.001817847,6.485,-0.001086886,131.440002,-0.007793491,21.76,-0.012589127,42.759998,-0.004848029,29.24,-0.016753318,31.66,-0.01137245
2006-01-23,48.700001,-0.000979846,44.84,-0.000870815,23.34,-0.004627089,76.82,0.003006682,6.445,-0.002687059,132.869995,0.004699362,21.35,-0.008261012,42.049999,-0.007271686,29.42,0.0026653,31.700001,0.000548365
2006-01-24,48.439999,-0.002324845,44.419998,-0.004087069,24,0.01211039,77.580002,0.004275484,6.43125,-0.00092753,133,0.000424722,21.280001,-0.001426235,41.880001,-0.001759306,31.02,0.022999125,30.690001,-0.014062373
2006-01-25,48.709999,0.002413995,43.610001,-0.007992438,23.540001,-0.008404765,77.339996,-0.001345641,6.1375,-0.020303887,133.559998,0.001824763,21.209999,-0.001430996,41.25,-0.00658273,31,-0.0002801,29.889999,-0.011471002
2006-01-26,50.099998,0.012219588,44.360001,0.007405451,23.15,-0.007255482,77.709999,0.002072758,6.1675,0.002117653,137.399994,0.01231031,21.49,0.005695767,40.799999,-0.0047638,30.25,-0.010636315,30.16,0.003905437
2006-01-27,49.990002,-0.000954554,45.23,0.00843504,21.629999,-0.029494496,78.209999,0.002785377,6.23,0.004378888,138.940002,0.004840587,21.67,0.003622496,41.66,0.009059113,28.889999,-0.019977852,30.23,0.00100681
2006-01-30,50.220001,0.001993563,44.73,-0.00482769,20.9,-0.014910213,78,-0.001167678,6.3125,0.005713344,139.869995,0.002897259,21.65,-0.000401011,41.639999,-0.000208555,29,0.001650471,30.049999,-0.002593685
2006-01-31,50.66,0.003788468,44.75,0.000194141,21.870001,0.019702517,78.260002,0.001445252,6.44625,0.009105753,141.25,0.004263897,21.26,-0.007894641,41.790001,0.001561671,29.34,0.005062112,29.23,-0.012015647
2006-02-01,50.029999,-0.005434691,45.27,0.005017455,21.889999,0.000396939,78.800003,0.002986379,6.25875,-0.01281954,141.710007,0.001412063,21.549999,0.005883994,41.490002,-0.003128926,29.379999,0.000591667,29.77,0.007950019
2006-02-02,48.939999,-0.009566538,45.150002,-0.001152721,21.74,-0.002986202,79.07,0.001485505,6.0875,-0.01204863,142.520004,0.002475306,21.200001,-0.007111373,40.619999,-0.009203547,30.01,0.009214219,29.76,-0.000145908
2006-02-03,48.59,-0.003117057,44.919998,-0.002218046,21.799999,0.001196934,78.220001,-0.004693922,6.0725,-0.001071451,142.740005,0.000669882,20.74,-0.009527129,40.34,-0.003004015,29.549999,-0.006708525,30,0.003488328
2006-02-06,48.849998,0.002317651,44.240002,-0.00662459,21.620001,-0.003600764,78.629997,0.002270442,6.2075,0.009549205,142.820007,0.000243342,20.610001,-0.002730739,40.91,0.006093586,29.27,-0.004134748,30.540001,0.007747792
2006-02-07,48.610001,-0.00213892,44.59,0.003422334,22.26,0.01266945,78.589996,-0.000220992,5.9325,-0.019678981,139.479996,-0.010277124,20.67,0.001262464,41.279999,0.003910199,29,-0.004024725,30.620001,0.001136154
2006-02-08,48.830002,0.001961112,44.529999,-0.000584787,22.23,-0.000585697,77.800003,-0.004387653,5.8675,-0.004784649,141.139999,0.005138184,20.67,0,41.830002,0.005748207,29.99,0.014578468,30.719999,0.001415997
2006-02-09,52.959999,0.035261226,44.240002,-0.002837547,21.969999,-0.005109426,78.309998,0.002837599,5.53125,-0.02562981,140.850006,-0.00089324,21,0.006878818,42.200001,0.003824576,30.35,0.00518223,31.049999,0.004640393
2006-02-10,52.549999,-0.003375256,44.27,0.000294384,21.860001,-0.00217986,78.360001,0.00027722,5.55,0.001469695,140.809998,-0.000123378,21.290001,0.005956387,41.860001,-0.003513227,30,-0.005037441,30.91,-0.001962585
2006-02-13,52.48,-0.000578886,43.709999,-0.005528725,21.77,-0.001791748,79.18,0.004521065,5.3975,-0.012100332,139.649994,-0.003592571,21.129999,-0.003276205,41.66,-0.002079969,31.17,0.016615548,30.48,-0.006084042
2006-02-14,52.860001,0.003133341,44.380001,0.006606511,22.030001,0.005156088,79.709999,0.002897306,5.56875,0.01356507,141.779999,0.006574048,21.370001,0.004905066,41.470001,-0.00198522,32.799999,0.022137028,30.559999,0.001138373
2006-02-15,53.779999,0.007493623,45.720001,0.012918924,22.610001,0.011286065,81.209999,0.008096701,5.63375,0.00503985,145.139999,0.010172147,21.35,-0.000406663,41.59,0.001254875,33.75,0.012399947,30.620001,0.000851865
2006-02-16,54.57,0.006333164,47.330002,0.015030292,24.58,0.036281297,81.82,0.00324997,5.80875,0.013285114,145.899994,0.002268158,21.35,0,41.759998,0.001771549,33.380001,-0.004787432,31.75,0.015738529
2006-02-17,54.32,-0.001994193,47.060001,-0.002484591,24.450001,-0.002302997,83.959999,0.01121295,5.8125,0.00028028,145.539993,-0.001072924,20.610001,-0.015319867,41.959999,0.002075,33.150002,-0.003002786,31.48,-0.003709006
2006-02-21,54.32,0,46.099998,-0.008951026,24.370001,-0.001423334,84.980003,0.005244317,5.88625,0.005475738,143.449997,-0.006281806,20.620001,0.000210669,41.720001,-0.002491159,32.5,-0.008600198,30.65,-0.011604245
2006-02-22,55.110001,0.006270658,47.32,0.011343829,24.129999,-0.004298243,85.25,0.001377646,5.80125,-0.006317122,145.529999,0.006251983,20.15,-0.010013632,41.98,0.002698124,33.639999,0.014972613,31.02,0.005211315
2006-02-23,54.650002,-0.003640237,48.5,0.010697003,24.200001,0.00125808,85.25,0,5.86375,0.004653865,143.960007,-0.004710667,20.290001,0.003007018,41.790001,-0.001970053,34.650002,0.01284729,29.860001,-0.016551976
2006-02-24,54.040001,-0.004874834,49.580002,0.009564801,24.299999,0.001790872,85.43,0.000916019,5.9525,0.006523958,144.160004,0.000602927,20.360001,0.001495727,41.779999,-0.000103956,33.52,-0.014399254,29.68,-0.002625921
2006-02-27,54.400002,0.002883567,50.099998,0.004531169,24.93,0.011116023,85.410004,-0.000101664,5.77375,-0.013241429,143.820007,-0.00102548,20.52,0.003399561,42.259998,0.004961047,33.349998,-0.002208198,29.639999,-0.000585712
2006-02-28,53.860001,-0.004332559,47.25,-0.025435896,24.42,-0.008976619,84.669998,-0.003779193,5.6575,-0.008833413,141.289993,-0.007707902,20.6,0.001689864,41.93,-0.00340461,33.09,-0.003399045,29.85,0.003066151
2006-03-01,53.98,0.000966523,46.950001,-0.002766207,24,-0.007534418,84.75,0.000410157,5.8575,0.015087735,143.149994,0.005679931,20.799999,0.004196094,41.610001,-0.003327136,32.799999,-0.003822937,32.18,0.032641704
2006-03-02,53.52,-0.003716775,46.360001,-0.005492169,23.799999,-0.003634303,85.300003,0.00280934,6.07875,0.016101985,144,0.002571158,20.49,-0.006521356,41.34,-0.002827254,32.900002,0.001322094,32.349998,0.002288218
2006-03-03,53.380001,-0.001137527,45.5,-0.00813204,23.530001,-0.004954993,85.660004,0.001829044,6.2075,0.009102446,146,0.005990364,20.32,-0.003618255,40.52,-0.008701036,31.870001,-0.013813847,32.290001,-0.0008062
2006-03-06,53.119999,-0.002120519,45.509998,9.54E-05,23.6,0.001290057,87.529999,0.009378833,5.8325,-0.027061981,145.020004,-0.002924943,20.299999,-0.000427687,39.66,-0.009316727,31.809999,-0.000818422,32.330002,0.000537673
2006-03-07,52.700001,-0.003447435,45.509998,0,23.33,-0.004997264,87.410004,-0.000595783,5.70125,-0.009884662,144.279999,-0.002221782,20.059999,-0.005165109,39.669998,0.000109469,32.41,0.008115376,31.26,-0.014616758
2006-03-08,53.650002,0.007759119,45.509998,0,22.959999,-0.006942874,88.360001,0.004694572,5.6425,-0.004498517,142.490005,-0.005421729,20.01,-0.001083818,39.599998,-0.000767015,33.459999,0.013846893,31.34,0.001110018
2006-03-09,53.150002,-0.004066457,47.540001,0.01895237,22.51,-0.00859637,89.019997,0.003231863,5.52125,-0.009434155,141.699997,-0.002414561,19.75,-0.005679989,39.02,-0.006407899,32.849998,-0.007990576,30.82,-0.007266358
2006-03-10,53.400002,0.002037988,47.779999,0.00218695,22.620001,0.002117125,89.830002,0.003933834,5.55875,0.00293973,141.529999,-0.000521337,19.85,0.002193411,39.220001,0.002220335,33.259998,0.005386871,30.77,-0.000705138
2006-03-13,54.389999,0.007977778,47.919998,0.001270655,22.76,0.002679638,89.849998,9.67E-05,5.695,0.010516586,140.720001,-0.002492674,19.73,-0.002633426,40.119999,0.009853313,33.049999,-0.002750768,30.889999,0.001690398
2006-03-14,55.189999,0.006341335,48.959999,0.009324609,22.950001,0.003610451,89.669998,-0.000870912,5.85875,0.012311238,149.419998,0.026052897,19.76,0.000659855,40.389999,0.002912929,34.099998,0.013582903,31.219999,0.004614991
2006-03-15,55.360001,0.001335703,49.23,0.002388436,22.780001,-0.00322897,93.059998,0.016115879,5.90625,0.003506859,149,-0.001222458,19.92,0.003502394,40.689999,0.003213837,35.07,0.012181412,31.280001,0.000833873
2006-03-16,56.950001,0.012297647,49.099998,-0.001148361,22.5,-0.005371221,93.5,0.002048572,6.01375,0.007833544,147.690002,-0.003835172,19.65,-0.005926779,41.259998,0.006041523,35.169998,0.001236578,30.15,-0.015979442
2006-03-17,57,0.00038112,49.189999,0.000795339,22.620001,0.002310102,96.019997,0.011550077,5.9375,-0.005541747,150.360001,0.007781224,19.540001,-0.002437973,40.619999,-0.006789294,35.43,0.003198809,30.190001,0.000575811
