"word","freq","proportion"
"picked",194,0.00648786034378971
"five",194,0.00648786034378971
"later",194,0.00648786034378971
"real",194,0.00648786034378971
"change",193,0.00645441776469801
"guest",193,0.00645441776469801
"interesting",192,0.00642097518560631
"expect",192,0.00642097518560631
"rate",192,0.00642097518560631
"charge",191,0.00638753260651461
"run",191,0.00638753260651461
"gift",190,0.00635409002742292
"glad",190,0.00635409002742292
"knew",190,0.00635409002742292
"isnt",189,0.00632064744833122
"living",188,0.00628720486923952
"cheese",188,0.00628720486923952
"club",187,0.00625376229014782
"checking",186,0.00622031971105612
"totally",186,0.00622031971105612
"driving",186,0.00622031971105612
"cookies",186,0.00622031971105612
"recommended",185,0.00618687713196442
"cost",185,0.00618687713196442
"river",185,0.00618687713196442
"areas",184,0.00615343455287272
"ago",184,0.00615343455287272
"fitness",183,0.00611999197378102
"pleased",182,0.00608654939468932
"bars",182,0.00608654939468932
"anywhere",181,0.00605310681559762
"steelers",181,0.00605310681559762
"least",180,0.00601966423650592
"forward",180,0.00601966423650592
"spent",180,0.00601966423650592
"team",179,0.00598622165741422
"rest",179,0.00598622165741422
"owner",178,0.00595277907832252
"light",178,0.00595277907832252
"youll",177,0.00591933649923082
"state",177,0.00591933649923082
"level",176,0.00588589392013912
"buy",176,0.00588589392013912
"liked",176,0.00588589392013912
"decent",176,0.00588589392013912
"others",176,0.00588589392013912
"touch",175,0.00585245134104742
"money",175,0.00585245134104742
"might",174,0.00581900876195572
"often",173,0.00578556618286402
"seemed",173,0.00578556618286402
"card",172,0.00575212360377232
"served",172,0.00575212360377232
"per",171,0.00571868102468062
"tried",171,0.00571868102468062
"variety",170,0.00568523844558892
"immediately",170,0.00568523844558892
"doesnt",170,0.00568523844558892
"shopping",170,0.00568523844558892
"ended",170,0.00568523844558892
"given",170,0.00568523844558892
"saw",170,0.00568523844558892
"choose",170,0.00568523844558892
"life",169,0.00565179586649722
"already",169,0.00565179586649722
"online",169,0.00565179586649722
"instead",168,0.00561835328740553
"number",168,0.00561835328740553
"incredibly",167,0.00558491070831383
"taken",167,0.00558491070831383
"saturday",167,0.00558491070831383
"easily",166,0.00555146812922213
"wouldnt",165,0.00551802555013043
"towels",165,0.00551802555013043
"busy",165,0.00551802555013043
"head",165,0.00551802555013043
"microwave",164,0.00548458297103873
"weather",164,0.00548458297103873
"hall",164,0.00548458297103873
"square",164,0.00548458297103873
"today",164,0.00548458297103873
"garage",163,0.00545114039194703
"fan",163,0.00545114039194703
"services",163,0.00545114039194703
"wow",162,0.00541769781285533
"believe",162,0.00541769781285533
"reception",162,0.00541769781285533
"rented",161,0.00538425523376363
"hope",160,0.00535081265467193
"rent",160,0.00535081265467193
"stuff",159,0.00531737007558023
"country",159,0.00531737007558023
"seen",159,0.00531737007558023
"main",159,0.00531737007558023
"note",158,0.00528392749648853
"mini",158,0.00528392749648853
"notch",158,0.00528392749648853
"personal",158,0.00528392749648853
"store",157,0.00525048491739683
"relaxing",157,0.00525048491739683
"wont",157,0.00525048491739683
"events",156,0.00521704233830513
"expected",156,0.00521704233830513
"theyre",156,0.00521704233830513
"folks",156,0.00521704233830513
"world",156,0.00521704233830513
"spend",156,0.00521704233830513
"facility",156,0.00521704233830513
"priced",156,0.00521704233830513
"exceptional",155,0.00518359975921343
"cozy",155,0.00518359975921343
"fact",155,0.00518359975921343
"option",155,0.00518359975921343
"shops",155,0.00518359975921343
"heinz",154,0.00515015718012173
"started",153,0.00511671460103003
"issues",153,0.00511671460103003
"gets",152,0.00508327202193833
"perfectly",152,0.00508327202193833
"mind",152,0.00508327202193833
"sunday",152,0.00508327202193833
"fabulous",152,0.00508327202193833
"either",152,0.00508327202193833
"plan",152,0.00508327202193833
"sit",151,0.00504982944284663
"bathrooms",150,0.00501638686375493
"train",150,0.00501638686375493
"appreciated",149,0.00498294428466323
"beers",149,0.00498294428466323
"chicago",148,0.00494950170557153
"sitting",148,0.00494950170557153
"half",148,0.00494950170557153
"smile",148,0.00494950170557153
"heard",148,0.00494950170557153
"arrival",147,0.00491605912647983
"fine",147,0.00491605912647983
"limo",147,0.00491605912647983
"list",147,0.00491605912647983
"play",146,0.00488261654738813
"brunch",146,0.00488261654738813
"lunch",146,0.00488261654738813
"polite",146,0.00488261654738813
"months",146,0.00488261654738813
"indoor",146,0.00488261654738813
"exactly",146,0.00488261654738813
"venue",145,0.00484917396829644
"expectations",145,0.00484917396829644
"private",145,0.00484917396829644
"outdoor",144,0.00481573138920474
"man",144,0.00481573138920474
"glass",144,0.00481573138920474
"value",144,0.00481573138920474
"maybe",144,0.00481573138920474
"welcome",144,0.00481573138920474
"weeks",144,0.00481573138920474
"paid",143,0.00478228881011304
"dealership",143,0.00478228881011304
"showed",143,0.00478228881011304
"continental",143,0.00478228881011304
"stopped",143,0.00478228881011304
"issue",141,0.00471540365192964
"seems",141,0.00471540365192964
"decorated",141,0.00471540365192964
"expensive",141,0.00471540365192964
"tours",141,0.00471540365192964
"cruise",141,0.00471540365192964
"uber",140,0.00468196107283794
"behind",140,0.00468196107283794
"yelp",140,0.00468196107283794
"games",139,0.00464851849374624
"music",139,0.00464851849374624
"counter",139,0.00464851849374624
"hyatt",139,0.00464851849374624
"cheap",138,0.00461507591465454
"patio",138,0.00461507591465454
"pleasure",138,0.00461507591465454
"information",137,0.00458163333556284
"offers",137,0.00458163333556284
"air",137,0.00458163333556284
"four",137,0.00458163333556284
"works",137,0.00458163333556284
"bob",137,0.00458163333556284
"miles",137,0.00458163333556284
"taxi",137,0.00458163333556284
"conference",137,0.00458163333556284
"site",137,0.00458163333556284
"chicken",136,0.00454819075647114
"neighborhood",136,0.00454819075647114
"class",136,0.00454819075647114
"pressure",135,0.00451474817737944
"downstairs",135,0.00451474817737944
"goes",135,0.00451474817737944
"disappointed",135,0.00451474817737944
"afternoon",135,0.00451474817737944
"corner",134,0.00448130559828774
"reason",133,0.00444786301919604
"read",133,0.00444786301919604
"cute",133,0.00444786301919604
"daughter",133,0.00444786301919604
"standard",133,0.00444786301919604
"visited",133,0.00444786301919604
"seriously",132,0.00441442044010434
"twice",132,0.00441442044010434
"tasty",132,0.00441442044010434
"appreciate",131,0.00438097786101264
"lady",131,0.00438097786101264
"hear",131,0.00438097786101264
"surprise",131,0.00438097786101264
"choices",130,0.00434753528192094
"bottle",130,0.00434753528192094
"single",130,0.00434753528192094
"trying",129,0.00431409270282924
"provide",129,0.00431409270282924
"accommodations",129,0.00431409270282924
"tickets",129,0.00431409270282924
"ice",129,0.00431409270282924
"sausage",129,0.00431409270282924
"chocolate",129,0.00431409270282924
"transportation",129,0.00431409270282924
"case",128,0.00428065012373754
"bedroom",128,0.00428065012373754
"chain",128,0.00428065012373754
"red",128,0.00428065012373754
"move",128,0.00428065012373754
"housekeeping",127,0.00424720754464584
"pictures",127,0.00424720754464584
"style",127,0.00424720754464584
"summer",127,0.00424720754464584
"brewery",127,0.00424720754464584
"bought",126,0.00421376496555414
"ticket",126,0.00421376496555414
"beat",126,0.00421376496555414
"historic",126,0.00421376496555414
"updated",125,0.00418032238646244
"noise",125,0.00418032238646244
"north",125,0.00418032238646244
"remember",125,0.00418032238646244
"enjoyable",124,0.00414687980737074
"purchase",124,0.00414687980737074
"regular",124,0.00414687980737074
"cocktails",124,0.00414687980737074
"starbucks",124,0.00414687980737074
"affordable",124,0.00414687980737074
"fly",124,0.00414687980737074
"looks",123,0.00411343722827905
"floors",123,0.00411343722827905
"market",123,0.00411343722827905
"office",123,0.00411343722827905
"weve",123,0.00411343722827905
"story",122,0.00407999464918735
"chance",121,0.00404655207009565
"seats",121,0.00404655207009565
"completely",121,0.00404655207009565
"luggage",120,0.00401310949100395
"server",120,0.00401310949100395
"soft",120,0.00401310949100395
"sales",120,0.00401310949100395
"nicely",120,0.00401310949100395
"opened",120,0.00401310949100395
"drove",119,0.00397966691191225
"honestly",119,0.00397966691191225
"running",119,0.00397966691191225
"mile",119,0.00397966691191225
"champaign",119,0.00397966691191225
"possible",119,0.00397966691191225
"together",119,0.00397966691191225
"mention",119,0.00397966691191225
"salad",119,0.00397966691191225
"spa",119,0.00397966691191225
"month",119,0.00397966691191225
"heart",119,0.00397966691191225
"chose",118,0.00394622433282055
"bike",118,0.00394622433282055
"express",118,0.00394622433282055
"elevator",117,0.00391278175372885
"flat",117,0.00391278175372885
"wrong",117,0.00391278175372885
"literally",117,0.00391278175372885
"detail",117,0.00391278175372885
"nicest",117,0.00391278175372885
"smooth",117,0.00391278175372885
"booking",116,0.00387933917463715
"takes",116,0.00387933917463715
"amount",116,0.00387933917463715
"watch",116,0.00387933917463715
"talk",116,0.00387933917463715
"treat",115,0.00384589659554545
"seat",115,0.00384589659554545
"problems",115,0.00384589659554545
"stocked",114,0.00381245401645375
"major",114,0.00381245401645375
"tables",114,0.00381245401645375
"trips",114,0.00381245401645375
"young",113,0.00377901143736205
"drop",113,0.00377901143736205
"meet",113,0.00377901143736205
"hit",113,0.00377901143736205
"key",113,0.00377901143736205
"washington",113,0.00377901143736205
"bartender",112,0.00374556885827035
"overnight",112,0.00374556885827035
"board",112,0.00374556885827035
"bread",112,0.00374556885827035
"planning",112,0.00374556885827035
"gem",111,0.00371212627917865
"credit",111,0.00371212627917865
"tons",111,0.00371212627917865
"university",110,0.00367868370008695
"window",110,0.00367868370008695
"ahead",110,0.00367868370008695
"spectacular",110,0.00367868370008695
"treated",110,0.00367868370008695
"double",110,0.00367868370008695
"friday",110,0.00367868370008695
"windows",110,0.00367868370008695
"informative",109,0.00364524112099525
"rock",109,0.00364524112099525
"moment",109,0.00364524112099525
"sign",109,0.00364524112099525
"tasting",109,0.00364524112099525
"district",109,0.00364524112099525
"bacon",109,0.00364524112099525
"kimpton",109,0.00364524112099525
"addition",108,0.00361179854190355
"type",108,0.00361179854190355
"owners",108,0.00361179854190355
"waffles",108,0.00361179854190355
"ones",108,0.00361179854190355
"complaint",108,0.00361179854190355
"certainly",108,0.00361179854190355
"giving",107,0.00357835596281185
"dogs",107,0.00357835596281185
"seem",107,0.00357835596281185
"design",107,0.00357835596281185
"returning",107,0.00357835596281185
"bags",106,0.00354491338372015
"multiple",106,0.00354491338372015
"attention",106,0.00354491338372015
"machine",106,0.00354491338372015
"tip",105,0.00351147080462845
"maintained",105,0.00351147080462845
"flying",105,0.00351147080462845
"closed",105,0.00351147080462845
"vacation",105,0.00351147080462845
"strip",105,0.00351147080462845
"mall",105,0.00351147080462845
"anniversary",105,0.00351147080462845
"mom",105,0.00351147080462845
"spotless",104,0.00347802822553675
"havent",104,0.00347802822553675
"simple",104,0.00347802822553675
"turned",104,0.00347802822553675
"finally",104,0.00347802822553675
"upgrade",104,0.00347802822553675
"members",104,0.00347802822553675
"typical",104,0.00347802822553675
"meeting",103,0.00344458564644505
"allowed",103,0.00344458564644505
"separate",103,0.00344458564644505
"middle",103,0.00344458564644505
"airports",103,0.00344458564644505
"fairly",103,0.00344458564644505
"boat",103,0.00344458564644505
"pickup",102,0.00341114306735335
"comes",102,0.00341114306735335
"miss",102,0.00341114306735335
"fair",102,0.00341114306735335
"fee",102,0.00341114306735335
"learn",102,0.00341114306735335
"leaving",102,0.00341114306735335
"experiences",102,0.00341114306735335
"buying",102,0.00341114306735335
"returned",102,0.00341114306735335
"positive",102,0.00341114306735335
"bag",102,0.00341114306735335
"date",102,0.00341114306735335
"block",101,0.00337770048826165
"longer",101,0.00337770048826165
"beautifully",101,0.00337770048826165
"west",101,0.00337770048826165
"prompt",101,0.00337770048826165
"smell",101,0.00337770048826165
"upgraded",101,0.00337770048826165
"reasonably",101,0.00337770048826165
"rather",101,0.00337770048826165
"experienced",101,0.00337770048826165
"mansion",101,0.00337770048826165
"moved",100,0.00334425790916996
"management",100,0.00334425790916996
"alone",100,0.00334425790916996
"phenomenal",100,0.00334425790916996
"various",100,0.00334425790916996
"complaints",100,0.00334425790916996
"garden",100,0.00334425790916996
"fireplace",100,0.00334425790916996
"tsa",99,0.00331081533007826
"reservations",99,0.00331081533007826
"hand",99,0.00331081533007826
"art",99,0.00331081533007826
"son",99,0.00331081533007826
"lights",99,0.00331081533007826
"wigle",99,0.00331081533007826
"hands",98,0.00327737275098656
"added",98,0.00327737275098656
"true",98,0.00327737275098656
"bottles",98,0.00327737275098656
"cocktail",98,0.00327737275098656
"couch",98,0.00327737275098656
"idea",98,0.00327737275098656
"low",98,0.00327737275098656
"willing",97,0.00324393017189486
"queen",97,0.00324393017189486
"simply",97,0.00324393017189486
"pleasantly",97,0.00324393017189486
"website",97,0.00324393017189486
"taste",97,0.00324393017189486
"rates",96,0.00321048759280316
"sent",96,0.00321048759280316
"comfort",96,0.00321048759280316
"slept",96,0.00321048759280316
"system",96,0.00321048759280316
"particular",96,0.00321048759280316
"appointed",96,0.00321048759280316
"equipment",96,0.00321048759280316
"dishes",96,0.00321048759280316
"winter",96,0.00321048759280316
"van",96,0.00321048759280316
"crew",96,0.00321048759280316
"nicer",96,0.00321048759280316
"employee",96,0.00321048759280316
"purchased",95,0.00317704501371146
"please",95,0.00317704501371146
"hospitality",95,0.00317704501371146
"internet",95,0.00317704501371146
"roll",95,0.00317704501371146
"clear",95,0.00317704501371146
"products",95,0.00317704501371146
"deck",95,0.00317704501371146
"answered",95,0.00317704501371146
"woman",95,0.00317704501371146
"host",95,0.00317704501371146
"request",94,0.00314360243461976
"unfortunately",94,0.00314360243461976
"highway",94,0.00314360243461976
"sometimes",94,0.00314360243461976
"chairs",94,0.00314360243461976
"photos",93,0.00311015985552806
"fancy",93,0.00311015985552806
"east",93,0.00311015985552806
"recent",93,0.00311015985552806
"tony",93,0.00311015985552806
"public",93,0.00311015985552806
"negative",93,0.00311015985552806
"continue",93,0.00311015985552806
"epic",93,0.00311015985552806
"campus",92,0.00307671727643636
